c:\users\elfim\server5342\ospanel\modules\database\MariaDB-10.4\bin\mysqld.exe, Version: 10.4.26-MariaDB-log (mariadb.org binary distribution). started with:
TCP Port: 3306, Named Pipe: (null)
Time		    Id Command	Argument
		   367 Query	SELECT *, `TABLE_SCHEMA`       AS `Db`, `TABLE_NAME`         AS `Name`, `TABLE_TYPE`         AS `TABLE_TYPE`, `ENGINE`             AS `Engine`, `ENGINE`             AS `Type`, `VERSION`            AS `Version`, `ROW_FORMAT`         AS `Row_format`, `TABLE_ROWS`         AS `Rows`, `AVG_ROW_LENGTH`     AS `Avg_row_length`, `DATA_LENGTH`        AS `Data_length`, `MAX_DATA_LENGTH`    AS `Max_data_length`, `INDEX_LENGTH`       AS `Index_length`, `DATA_FREE`          AS `Data_free`, `AUTO_INCREMENT`     AS `Auto_increment`, `CREATE_TIME`        AS `Create_time`, `UPDATE_TIME`        AS `Update_time`, `CHECK_TIME`         AS `Check_time`, `TABLE_COLLATION`    AS `Collation`, `CHECKSUM`           AS `Checksum`, `CREATE_OPTIONS`     AS `Create_options`, `TABLE_COMMENT`      AS `Comment` FROM `information_schema`.`TABLES` t WHERE `TABLE_SCHEMA` COLLATE utf8_general_ci IN ('mydatabase') AND t.`TABLE_NAME` COLLATE utf8_general_ci = 'users' ORDER BY Name ASC
		   367 Query	SELECT *, `TABLE_SCHEMA`       AS `Db`, `TABLE_NAME`         AS `Name`, `TABLE_TYPE`         AS `TABLE_TYPE`, `ENGINE`             AS `Engine`, `ENGINE`             AS `Type`, `VERSION`            AS `Version`, `ROW_FORMAT`         AS `Row_format`, `TABLE_ROWS`         AS `Rows`, `AVG_ROW_LENGTH`     AS `Avg_row_length`, `DATA_LENGTH`        AS `Data_length`, `MAX_DATA_LENGTH`    AS `Max_data_length`, `INDEX_LENGTH`       AS `Index_length`, `DATA_FREE`          AS `Data_free`, `AUTO_INCREMENT`     AS `Auto_increment`, `CREATE_TIME`        AS `Create_time`, `UPDATE_TIME`        AS `Update_time`, `CHECK_TIME`         AS `Check_time`, `TABLE_COLLATION`    AS `Collation`, `CHECKSUM`           AS `Checksum`, `CREATE_OPTIONS`     AS `Create_options`, `TABLE_COMMENT`      AS `Comment` FROM `information_schema`.`TABLES` t WHERE `TABLE_SCHEMA` COLLATE utf8_general_ci IN ('mydatabase') AND t.`TABLE_NAME` COLLATE utf8_general_ci = 'users' ORDER BY Name ASC
		   367 Query	SELECT CURRENT_USER()
		   367 Init DB	mydatabase
		   367 Query	SHOW INDEXES FROM `mydatabase`.`users`
		   367 Query	SHOW FULL COLUMNS FROM `mydatabase`.`users`
		   367 Query	SHOW FULL COLUMNS FROM `mydatabase`.`users`
		   367 Query	SHOW STORAGE ENGINES
		   367 Query	SHOW GLOBAL VARIABLES LIKE 'innodb_file_per_table'
		   367 Query	SELECT `COLLATION_NAME` AS `Collation`, `CHARACTER_SET_NAME` AS `Charset`, `ID` AS `Id`, `IS_DEFAULT` AS `Default`, `IS_COMPILED` AS `Compiled`, `SORTLEN` AS `Sortlen` FROM `information_schema`.`COLLATIONS`
		   367 Query	SELECT * FROM `information_schema`.`PARTITIONS` WHERE `TABLE_SCHEMA` = 'mydatabase' AND `TABLE_NAME` = 'users'
		   367 Query	SELECT DISTINCT `PARTITION_NAME` FROM `information_schema`.`PARTITIONS` WHERE `TABLE_SCHEMA` = 'mydatabase' AND `TABLE_NAME` = 'users'
		   367 Query	SHOW  COLUMNS FROM `mydatabase`.`users`
		   367 Query	SELECT 1 FROM mysql.user LIMIT 1
		   367 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   367 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='TRIGGER'
		   368 Quit	
		   367 Quit	
		   369 Connect	root@localhost as anonymous on 
		   369 Query	SELECT @@version, @@version_comment
		   369 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   369 Query	SET lc_messages = 'ru_RU'
		   370 Connect	root@localhost as anonymous on 
		   370 Query	SHOW TABLES FROM `phpmyadmin`
		   369 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   370 Query	SHOW TABLES FROM `phpmyadmin`
		   369 Query	SELECT 1 FROM mysql.user LIMIT 1
		   369 Query	SELECT CURRENT_USER()
		   369 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   370 Quit	
		   369 Quit	
230623 14:09:42	   371 Connect	root@localhost as anonymous on 
		   371 Query	SELECT @@version, @@version_comment
		   371 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   371 Query	SET lc_messages = 'ru_RU'
		   372 Connect	root@localhost as anonymous on 
		   372 Query	SHOW TABLES FROM `phpmyadmin`
		   372 Query	SHOW TABLES FROM `mydatabase`
		   371 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   372 Query	SHOW TABLES FROM `phpmyadmin`
		   372 Query	SHOW TABLES FROM `mydatabase`
		   371 Init DB	mydatabase
		   371 Query	SHOW TABLES LIKE 'users'
		   371 Query	SHOW FULL COLUMNS FROM `mydatabase`.`users`
		   371 Query	SHOW INDEXES FROM `mydatabase`.`users`
		   371 Query	SHOW SESSION VARIABLES LIKE 'FOREIGN_KEY_CHECKS'
		   371 Query	SHOW  COLUMNS FROM `mydatabase`.`users`
		   371 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'mydatabase' AND TABLE_NAME = 'users'
		   371 Query	SELECT @@lower_case_table_names
		   371 Query	SELECT *, `TABLE_SCHEMA`       AS `Db`, `TABLE_NAME`         AS `Name`, `TABLE_TYPE`         AS `TABLE_TYPE`, `ENGINE`             AS `Engine`, `ENGINE`             AS `Type`, `VERSION`            AS `Version`, `ROW_FORMAT`         AS `Row_format`, `TABLE_ROWS`         AS `Rows`, `AVG_ROW_LENGTH`     AS `Avg_row_length`, `DATA_LENGTH`        AS `Data_length`, `MAX_DATA_LENGTH`    AS `Max_data_length`, `INDEX_LENGTH`       AS `Index_length`, `DATA_FREE`          AS `Data_free`, `AUTO_INCREMENT`     AS `Auto_increment`, `CREATE_TIME`        AS `Create_time`, `UPDATE_TIME`        AS `Update_time`, `CHECK_TIME`         AS `Check_time`, `TABLE_COLLATION`    AS `Collation`, `CHECKSUM`           AS `Checksum`, `CREATE_OPTIONS`     AS `Create_options`, `TABLE_COMMENT`      AS `Comment` FROM `information_schema`.`TABLES` t WHERE `TABLE_SCHEMA` COLLATE utf8_general_ci IN ('mydatabase') AND t.`TABLE_NAME` COLLATE utf8_general_ci = 'users' ORDER BY Name ASC
		   371 Query	SELECT 1 FROM mysql.user LIMIT 1
		   371 Query	SELECT CURRENT_USER()
		   371 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   371 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='TRIGGER'
		   372 Quit	
		   371 Quit	
		   373 Connect	root@localhost as anonymous on 
		   373 Query	SELECT @@version, @@version_comment
		   373 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   373 Query	SET lc_messages = 'ru_RU'
		   374 Connect	root@localhost as anonymous on 
		   374 Query	SHOW TABLES FROM `phpmyadmin`
		   373 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   374 Query	SHOW TABLES FROM `phpmyadmin`
		   374 Quit	
		   373 Quit	
		   375 Connect	root@localhost as anonymous on 
		   375 Query	SELECT @@version, @@version_comment
		   375 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   375 Query	SET lc_messages = 'ru_RU'
		   376 Connect	root@localhost as anonymous on 
		   376 Query	SHOW TABLES FROM `phpmyadmin`
		   375 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   376 Query	SHOW TABLES FROM `phpmyadmin`
		   375 Query	SELECT 1 FROM mysql.user LIMIT 1
		   375 Query	SELECT CURRENT_USER()
		   375 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   376 Quit	
		   375 Quit	
230623 14:10:03	   377 Connect	root@localhost as anonymous on 
		   377 Query	SELECT @@version, @@version_comment
		   377 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   377 Query	SET lc_messages = 'ru_RU'
		   378 Connect	root@localhost as anonymous on 
		   378 Query	SHOW TABLES FROM `phpmyadmin`
		   377 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   378 Query	SHOW TABLES FROM `phpmyadmin`
		   378 Quit	
		   377 Quit	
		   379 Connect	root@localhost as anonymous on 
		   379 Query	SELECT @@version, @@version_comment
		   379 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   379 Query	SET lc_messages = 'ru_RU'
		   380 Connect	root@localhost as anonymous on 
		   380 Query	SHOW TABLES FROM `phpmyadmin`
		   380 Query	SHOW TABLES FROM `mydatabase`
230623 14:10:04	   379 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   380 Query	SHOW TABLES FROM `phpmyadmin`
		   380 Query	SHOW TABLES FROM `mydatabase`
		   379 Query	SHOW TABLES FROM `mydatabase`
		   379 Query	SHOW  COLUMNS FROM `mydatabase`.`migrations`
		   379 Query	SHOW INDEXES FROM `mydatabase`.`migrations`
		   379 Query	SHOW  COLUMNS FROM `mydatabase`.`users`
		   379 Query	SHOW INDEXES FROM `mydatabase`.`users`
		   379 Query	SHOW TABLES FROM `mydatabase`
		   379 Query	SELECT 1 FROM mysql.user LIMIT 1
		   379 Query	SELECT CURRENT_USER()
		   379 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   379 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='EVENT'
		   379 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='TRIGGER'
		   380 Quit	
		   379 Quit	
		   381 Connect	root@localhost as anonymous on 
		   381 Query	SELECT @@version, @@version_comment
		   381 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   381 Query	SET lc_messages = 'ru_RU'
		   382 Connect	root@localhost as anonymous on 
		   382 Query	SHOW TABLES FROM `phpmyadmin`
		   381 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   382 Query	SHOW TABLES FROM `phpmyadmin`
		   382 Quit	
		   381 Quit	
230623 14:10:08	   383 Connect	root@localhost as anonymous on 
		   383 Query	SELECT @@version, @@version_comment
		   383 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   383 Query	SET lc_messages = 'ru_RU'
		   384 Connect	root@localhost as anonymous on 
		   384 Query	SHOW TABLES FROM `phpmyadmin`
		   383 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   384 Query	SHOW TABLES FROM `phpmyadmin`
		   384 Quit	
		   383 Quit	
230623 14:10:10	   385 Connect	root@localhost as anonymous on 
		   385 Query	SELECT @@version, @@version_comment
		   385 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   385 Query	SET lc_messages = 'ru_RU'
		   386 Connect	root@localhost as anonymous on 
		   386 Query	SHOW TABLES FROM `phpmyadmin`
		   386 Query	SHOW TABLES FROM `mydatabase`
		   385 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   386 Query	SHOW TABLES FROM `phpmyadmin`
		   386 Query	SHOW TABLES FROM `mydatabase`
		   385 Query	SELECT CURRENT_USER()
		   385 Init DB	mydatabase
		   385 Query	SHOW SESSION VARIABLES LIKE 'FOREIGN_KEY_CHECKS'
		   385 Query	SHOW SESSION VARIABLES LIKE 'FOREIGN_KEY_CHECKS'
		   385 Query	SHOW SESSION VARIABLES LIKE 'FOREIGN_KEY_CHECKS'
		   385 Query	SELECT 1 FROM mysql.user LIMIT 1
		   385 Query	SHOW SESSION VARIABLES LIKE 'FOREIGN_KEY_CHECKS'
		   385 Query	SHOW SESSION VARIABLES LIKE 'FOREIGN_KEY_CHECKS'
		   385 Query	SELECT DATABASE()
		   385 Init DB	mydatabase
		   385 Query	ALTER TABLE users ADD COLUMN password VARCHAR(255) AFTER email
		   385 Query	SHOW WARNINGS
		   385 Query	SHOW SESSION VARIABLES LIKE 'FOREIGN_KEY_CHECKS'
		   385 Query	SHOW  COLUMNS FROM `mydatabase`.`users`
		   385 Query	SHOW INDEXES FROM `mydatabase`.`users`
		   385 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'mydatabase' AND TABLE_NAME = 'users'
		   385 Query	SELECT @@lower_case_table_names
		   385 Query	SELECT *, `TABLE_SCHEMA`       AS `Db`, `TABLE_NAME`         AS `Name`, `TABLE_TYPE`         AS `TABLE_TYPE`, `ENGINE`             AS `Engine`, `ENGINE`             AS `Type`, `VERSION`            AS `Version`, `ROW_FORMAT`         AS `Row_format`, `TABLE_ROWS`         AS `Rows`, `AVG_ROW_LENGTH`     AS `Avg_row_length`, `DATA_LENGTH`        AS `Data_length`, `MAX_DATA_LENGTH`    AS `Max_data_length`, `INDEX_LENGTH`       AS `Index_length`, `DATA_FREE`          AS `Data_free`, `AUTO_INCREMENT`     AS `Auto_increment`, `CREATE_TIME`        AS `Create_time`, `UPDATE_TIME`        AS `Update_time`, `CHECK_TIME`         AS `Check_time`, `TABLE_COLLATION`    AS `Collation`, `CHECKSUM`           AS `Checksum`, `CREATE_OPTIONS`     AS `Create_options`, `TABLE_COMMENT`      AS `Comment` FROM `information_schema`.`TABLES` t WHERE `TABLE_SCHEMA` COLLATE utf8_general_ci IN ('mydatabase') AND t.`TABLE_NAME` COLLATE utf8_general_ci = 'users' ORDER BY Name ASC
		   385 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   385 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='TRIGGER'
		   386 Quit	
		   385 Quit	
230623 14:10:12	   387 Connect	root@localhost as anonymous on 
		   387 Query	SELECT @@version, @@version_comment
		   387 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   387 Query	SET lc_messages = 'ru_RU'
		   388 Connect	root@localhost as anonymous on 
		   388 Query	SHOW TABLES FROM `phpmyadmin`
		   388 Query	SHOW TABLES FROM `mydatabase`
		   387 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   388 Query	SHOW TABLES FROM `phpmyadmin`
		   388 Query	SHOW TABLES FROM `mydatabase`
		   387 Query	SELECT CURRENT_USER()
		   387 Query	SELECT 1 FROM mysql.user LIMIT 1
		   387 Query	SHOW SESSION VARIABLES LIKE 'FOREIGN_KEY_CHECKS'
		   387 Query	SELECT DATABASE()
		   387 Init DB	mydatabase
		   387 Query	SELECT * FROM `users` LIMIT 0, 50
		   387 Query	SHOW WARNINGS
		   387 Query	SELECT @@lower_case_table_names
		   387 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'mydatabase' AND TABLE_NAME = 'users' AND IS_UPDATABLE = 'YES'
		   387 Query	SHOW  COLUMNS FROM `mydatabase`.`users`
		   387 Query	SHOW INDEXES FROM `mydatabase`.`users`
		   387 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'mydatabase' AND TABLE_NAME = 'users'
		   387 Query	SHOW CREATE TABLE `mydatabase`.`users`
		   387 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'mydatabase' AND TABLE_NAME = 'users'
		   387 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'mydatabase' AND TABLE_NAME = 'users'
		   387 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'mydatabase' AND TABLE_NAME = 'users'
		   387 Query	SELECT *, `TABLE_SCHEMA`       AS `Db`, `TABLE_NAME`         AS `Name`, `TABLE_TYPE`         AS `TABLE_TYPE`, `ENGINE`             AS `Engine`, `ENGINE`             AS `Type`, `VERSION`            AS `Version`, `ROW_FORMAT`         AS `Row_format`, `TABLE_ROWS`         AS `Rows`, `AVG_ROW_LENGTH`     AS `Avg_row_length`, `DATA_LENGTH`        AS `Data_length`, `MAX_DATA_LENGTH`    AS `Max_data_length`, `INDEX_LENGTH`       AS `Index_length`, `DATA_FREE`          AS `Data_free`, `AUTO_INCREMENT`     AS `Auto_increment`, `CREATE_TIME`        AS `Create_time`, `UPDATE_TIME`        AS `Update_time`, `CHECK_TIME`         AS `Check_time`, `TABLE_COLLATION`    AS `Collation`, `CHECKSUM`           AS `Checksum`, `CREATE_OPTIONS`     AS `Create_options`, `TABLE_COMMENT`      AS `Comment` FROM `information_schema`.`TABLES` t WHERE `TABLE_SCHEMA` COLLATE utf8_general_ci IN ('mydatabase') AND t.`TABLE_NAME` COLLATE utf8_general_ci = 'users' ORDER BY Name ASC
		   387 Query	SHOW FULL COLUMNS FROM `mydatabase`.`users`
		   387 Query	SHOW SESSION VARIABLES LIKE 'FOREIGN_KEY_CHECKS'
		   387 Query	SHOW  COLUMNS FROM `mydatabase`.`users`
		   387 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   387 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='TRIGGER'
		   388 Quit	
		   387 Quit	
		   389 Connect	root@localhost as anonymous on 
		   389 Query	SELECT @@version, @@version_comment
		   389 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   389 Query	SET lc_messages = 'ru_RU'
		   390 Connect	root@localhost as anonymous on 
		   390 Query	SHOW TABLES FROM `phpmyadmin`
		   389 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   390 Query	SHOW TABLES FROM `phpmyadmin`
		   389 Query	SELECT 1 FROM mysql.user LIMIT 1
		   389 Query	SELECT CURRENT_USER()
		   389 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   390 Quit	
		   389 Quit	
230623 14:10:23	   391 Connect	root@localhost as anonymous on 
		   391 Query	SELECT @@version, @@version_comment
		   391 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   391 Query	SET lc_messages = 'ru_RU'
		   392 Connect	root@localhost as anonymous on 
		   392 Query	SHOW TABLES FROM `phpmyadmin`
		   392 Query	SHOW TABLES FROM `mydatabase`
		   391 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   392 Query	SHOW TABLES FROM `phpmyadmin`
		   392 Query	SHOW TABLES FROM `mydatabase`
		   391 Init DB	mydatabase
		   391 Query	SELECT @@lower_case_table_names
		   391 Query	SELECT *, `TABLE_SCHEMA`       AS `Db`, `TABLE_NAME`         AS `Name`, `TABLE_TYPE`         AS `TABLE_TYPE`, `ENGINE`             AS `Engine`, `ENGINE`             AS `Type`, `VERSION`            AS `Version`, `ROW_FORMAT`         AS `Row_format`, `TABLE_ROWS`         AS `Rows`, `AVG_ROW_LENGTH`     AS `Avg_row_length`, `DATA_LENGTH`        AS `Data_length`, `MAX_DATA_LENGTH`    AS `Max_data_length`, `INDEX_LENGTH`       AS `Index_length`, `DATA_FREE`          AS `Data_free`, `AUTO_INCREMENT`     AS `Auto_increment`, `CREATE_TIME`        AS `Create_time`, `UPDATE_TIME`        AS `Update_time`, `CHECK_TIME`         AS `Check_time`, `TABLE_COLLATION`    AS `Collation`, `CHECKSUM`           AS `Checksum`, `CREATE_OPTIONS`     AS `Create_options`, `TABLE_COMMENT`      AS `Comment` FROM `information_schema`.`TABLES` t WHERE `TABLE_SCHEMA` COLLATE utf8_general_ci IN ('mydatabase') AND t.`TABLE_NAME` COLLATE utf8_general_ci = 'users' ORDER BY Name ASC
		   391 Query	SELECT *, `TABLE_SCHEMA`       AS `Db`, `TABLE_NAME`         AS `Name`, `TABLE_TYPE`         AS `TABLE_TYPE`, `ENGINE`             AS `Engine`, `ENGINE`             AS `Type`, `VERSION`            AS `Version`, `ROW_FORMAT`         AS `Row_format`, `TABLE_ROWS`         AS `Rows`, `AVG_ROW_LENGTH`     AS `Avg_row_length`, `DATA_LENGTH`        AS `Data_length`, `MAX_DATA_LENGTH`    AS `Max_data_length`, `INDEX_LENGTH`       AS `Index_length`, `DATA_FREE`          AS `Data_free`, `AUTO_INCREMENT`     AS `Auto_increment`, `CREATE_TIME`        AS `Create_time`, `UPDATE_TIME`        AS `Update_time`, `CHECK_TIME`         AS `Check_time`, `TABLE_COLLATION`    AS `Collation`, `CHECKSUM`           AS `Checksum`, `CREATE_OPTIONS`     AS `Create_options`, `TABLE_COMMENT`      AS `Comment` FROM `information_schema`.`TABLES` t WHERE `TABLE_SCHEMA` COLLATE utf8_general_ci IN ('mydatabase') AND t.`TABLE_NAME` COLLATE utf8_general_ci = 'users' ORDER BY Name ASC
		   391 Query	SELECT CURRENT_USER()
		   391 Init DB	mydatabase
		   391 Query	SHOW INDEXES FROM `mydatabase`.`users`
		   391 Query	SHOW FULL COLUMNS FROM `mydatabase`.`users`
		   391 Query	SHOW FULL COLUMNS FROM `mydatabase`.`users`
		   391 Query	SHOW STORAGE ENGINES
		   391 Query	SHOW GLOBAL VARIABLES LIKE 'innodb_file_per_table'
		   391 Query	SELECT `COLLATION_NAME` AS `Collation`, `CHARACTER_SET_NAME` AS `Charset`, `ID` AS `Id`, `IS_DEFAULT` AS `Default`, `IS_COMPILED` AS `Compiled`, `SORTLEN` AS `Sortlen` FROM `information_schema`.`COLLATIONS`
		   391 Query	SELECT * FROM `information_schema`.`PARTITIONS` WHERE `TABLE_SCHEMA` = 'mydatabase' AND `TABLE_NAME` = 'users'
		   391 Query	SELECT DISTINCT `PARTITION_NAME` FROM `information_schema`.`PARTITIONS` WHERE `TABLE_SCHEMA` = 'mydatabase' AND `TABLE_NAME` = 'users'
		   391 Query	SHOW  COLUMNS FROM `mydatabase`.`users`
		   391 Query	SELECT 1 FROM mysql.user LIMIT 1
		   391 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   391 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='TRIGGER'
